Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2017,March,Mitchell,Mitchell,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,21,39.2,48.8
2017,March,Mitchell,Mitchell,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,5,9.3,11.6
2017,March,Mitchell,Mitchell,C Drug offences,C30 Drug use and possession,C31 Drug use,25,46.7,58.1
2017,March,Mitchell,Mitchell,C Drug offences,C30 Drug use and possession,C32 Drug possession,229,427.4,532.0
2017,March,Mitchell,Mitchell,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,1.9,2.3
2017,March,Mitchell,Mitchell,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,73,136.3,169.6
2017,March,Mitchell,Mitchell,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,97,181.0,225.3
2017,March,Mitchell,Mitchell,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,5,9.3,11.6
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,6,11.2,13.9
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,29,54.1,67.4
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,62,115.7,144.0
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,12,22.4,27.9
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,12,22.4,27.9
2017,March,Mitchell,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,5,9.3,11.6
2017,March,Mitchell,Mitchell,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.9,2.3
2017,March,Mitchell,Mitchell,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,41,76.5,95.2
2017,March,Mitchell,Mitchell,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,7,13.1,16.3
2017,March,Mitchell,Mitchell,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,84,156.8,195.1
2017,March,Mitchell,Mitchell,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,10,18.7,23.2
2017,March,Mitchell,Mitchell,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,8,14.9,18.6
2017,March,Mitchell,Mitchell,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,22,41.1,51.1
2017,March,Mitchell,Mitchell,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,726,"1,355.1","1,686.6"
2017,March,Mitchell,Mitchell,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,22,41.1,51.1
2017,March,Mitchell,Mitchell,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,101,188.5,234.6
2017,March,Mitchell,Mitchell,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,21,39.2,48.8
2017,March,Mitchell,Mitchell,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,2,3.7,4.6
2017,March,Mitchell,Mitchell,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,8,14.9,18.6
2017,March,Mitchell,Mitchell,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,3.7,4.6
2017,March,Mitchell,Mitchell,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.9,2.3
2017,March,Mitchell,Mitchell,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,2,3.7,4.6
2017,March,Mitchell,Mitchell,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,5,9.3,11.6
2017,March,Mitchell,Strathbogie,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,3.7,19.0
2017,March,Mitchell,Strathbogie,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,18,33.6,170.9
2017,March,Mitchell,Strathbogie,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,15,28.0,142.4
2017,March,Mitchell,Strathbogie,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",5,9.3,47.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,22,41.1,208.9
2017,March,Mitchell,Strathbogie,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,7,13.1,66.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,56,104.5,531.7
2017,March,Mitchell,Strathbogie,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.9,9.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,1.9,9.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,5.6,28.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,7,13.1,66.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,3.7,19.0
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,16,29.9,151.9
2017,March,Mitchell,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,1.9,9.5
2017,March,Mitchell,Strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,7.5,38.0
2017,March,Mitchell,Strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,7.5,38.0
